external_name,internal_name,category_label,match
Colron Refined Danish Oil Canadian Cedar - 500ml,"Colron refined Danish oil is a superior blend of natural oils and resins that penetrate the wood to provide an extremely tough, durable and waterproof finish.",Interior Woodcare,1
Dulux Egyptian Cotton - Quick Dry Satinwood - 750ml,"Dulux Quick Dry Satinwood creates a mid-sheen satin finish, providing a subtle, attractive alternative to gloss.",Interior Wood Paint,1
Ronseal Garden Paint Pebble - 750ml,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Ronseal Garden Paint Purple Berry - 250ml,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
House Beautiful Small Lantern - Ochre,"Iron part in powder coated and clear glass. Ochre color Iron Lantern Tealight Candle Holders will add charm and charisma to your house.

It features a traditional lantern design with a fresh and modern facet
Fashioned to the contour of a classic lantern, when lit, this design is sure to stun",Clearance,1
Colron Wax Polish - 300ml,"Colron Wax Polish is a specially formulated blend of ingredients which cleans, nourishes and protects furniture, leaving a deep, protective shine.",Interior Woodcare,1
Ronseal Performance Wax - Dark Oak - 750ml,"Ronseal Performance Wax gives a natural soft, sheen finish to your wood, it provides less durability than a varnish but offers protection against everyday wear and tear.",Interior Woodcare,1
Ronseal Performance Wax - Natural - 750ml,"Ronseal Performance Wax gives a natural soft, sheen finish to your wood, it provides less durability than a varnish but offers protection against everyday wear and tear.",Interior Woodcare,1
Colron Refined Finishing Wax - 325g,"Colron Refined finishing wax is a superior blend of natural waxes that provide a deep lustre to fine interior wood, enhancing the natural sheen of the wood.",Interior Woodcare,1
Dulux Timeless - Quick Dry Eggshell - 750ml,"Dulux Eggshell creates a low-sheen finish. It is self-undercoating, wipe able and suitable for use on interior wood and metal, including radiators.",Interior Wood Paint,1
Colron Refined Beeswax - Antique Pine - 400g,"Colron Refined Beeswax nourishes, feeds and protects fine interior wood.",Interior Woodcare,1
Colron Refined Beeswax - Jacobean Dark Oak - 400g,Colron Refined Beeswax is a superior blend of natural waxes for use on treated and untreated wood to nourish and feed the wood whilst adding a smooth wax finish,Interior Woodcare,1
Ronseal Garden Paint Blackbird - 750ml,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Ronseal Garden Paint Bluebell - 2.5L,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Farrow & Ball Estate Eggshell Down Pipe - 750ml,"Down Pipe is a true Farrow & Ball classic. A deep lead grey with a blue undertone, it creates a strong but complex finish on all sorts of surfaces, whether as a backdrop to your favourite gallery wall, a skirting board colour that ties every room together, or even a dramatic shade for floorboards.Estate Eggshell is a washable, water based satin finish for interior wood and metal. Its soft low-shine finish brings an understated elegance to trim and furniture and is suitable for doors, kitchen cupboards, radiators, and other wood and metalwork throughout the home.

Satin finish
Scuff and stain resistant
Washable, wipeable and child safe
A+ rated for indoor air quality
Recommended Primer & Undercoat: Dark Tones",Interior Wood Paint,1
Ronseal Garden Paint White Ash - 750ml,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Craig & Rose 1829 Furniture & Effect Wax Clear - 500ml,"Furniture & Effect Wax is perfect for protecting bare or painted wood finishes, and enhancing effects such as Concrete Effect and Rust Effect.

Protect & enhance upcycled furniture
Use as a clear sealer for Craig & Rose Artisan Rust Effect and Concrete Effect
Dries to a dulled matt finish or can be buffed to a high sheen",Interior Woodcare,1
Ronseal Garden Paint English Oak - 2.5L,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Ronseal Garden Paint Purple Berry - 2.5L,"Ronseal Garden Paint adds colour to just about anything in the garden. It can be applied to wood, brick, terracotta and metal and it will stay protected from the weather. The paint both looks good and will waterproof and protect your wood too.  It dries quickly so it's rainproof in just an hour.

Waterproofs and protects
Rainproof in 1 hour
5 year colour protection on wood
Resists fading
Resists cracking and peeling",Garden Paint,1
Homebase Interior Quick Dry Primer Undercoat - White 750ml,"Homebase Quick Dry Interior Primer Undercoat is 2 products in 1, it both prepares and protects.

Quick Drying formulation
2 in 1 primer and undercoat
Prepares and protects",Interior Wood Paint,1
Laura Ashley Eggshell Garden Paint Dark Dove Grey - 2.5L,"The new Laura Ashley Eggshell Garden Paint Collection has been specially developed to colour and protect sheds, fences, and many other types of garden wood, providing a tough, water repellent surface. Created using the richest pigments for depth of colour and even results.The Laura Ashley paint collection has been meticulously tested to ensure consistency of colour and stunning results. The Laura Ashley Garden Paint Collection can also be used on primed metal, terracotta, and masonry surfaces to bring these beautiful colours to all corners of your garden.

A high-quality decorative finish for all your garden wood
Provides a tough water repellent finish
Suitable for many types of garden wood
Can also be used on primed metal, terracotta and masonry surfaces",Garden Paint,1
Laura Ashley Eggshell  Garden Paint Duck Egg - 2.5L,"The new Laura Ashley Eggshell Garden Paint Collection has been specially developed to colour and protect sheds, fences, and many other types of garden wood, providing a tough, water repellent surface. Created using the richest pigments for depth of colour and even results.The Laura Ashley paint collection has been meticulously tested to ensure consistency of colour and stunning results. The Laura Ashley Garden Paint Collection can also be used on primed metal, terracotta, and masonry surfaces to bring these beautiful colours to all corners of your garden.

A high-quality decorative finish for all your garden wood
Provides a tough water repellent finish
Suitable for many types of garden wood
Can also be used on primed metal, terracotta and masonry surfaces",Garden Paint,1
Laura Ashley Eggshell Garden Paint Sable - 2.5L,"The new Laura Ashley Eggshell Garden Paint Collection has been specially developed to colour and protect sheds, fences, and many other types of garden wood, providing a tough, water repellent surface. Created using the richest pigments for depth of colour and even results.The Laura Ashley paint collection has been meticulously tested to ensure consistency of colour and stunning results. The Laura Ashley Garden Paint Collection can also be used on primed metal, terracotta, and masonry surfaces to bring these beautiful colours to all corners of your garden.

A high-quality decorative finish for all your garden wood
Provides a tough water repellent finish
Suitable for many types of garden wood
Can also be used on primed metal, terracotta and masonry surfaces",Garden Paint,1
