id,product,price,category,link,image,description
116,"Gyproc Standard Square edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",£14.14,Plasterboard,https://www.diy.com/departments/gyproc-standard-square-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35759_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-standard-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-9-5mm~5015341019524_01bq?wid=284&hei=284,"Gypsum Wallboard enables a quick installation of walls, partitions and ceilings, benefiting the DIYer and professional alike. Wallboard can be easily fixed to timber,metal partitions and to various brick/masonry using a drywall adhesiveFeatures and benefitsAvailable in 2 standard thicknesses (9.5mm and 12.5mm) - designed to match most building specificationsScore and snap to cleanly cut - leaves neat edges and straight lines for quick installationIvory paper front facing – easy to identify plasterboard specification"
117,"Gyproc Handiboard Square edge Plasterboard, (L)1.22m (W)0.9m (T)9.5mm",£8.94,Plasterboard,https://www.diy.com/departments/gyproc-handiboard-square-edge-plasterboard-l-1-22m-w-0-9m-t-9-5mm/35766_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-standard-square-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm~5015341018107_01bq?wid=284&hei=284,"Features and benefitsSmaller and lighter than standard plasterboards – easier to handle, transport and installCompatible with 16” and 24” joists - ideal for ceiling construction and repairScore and snap to cleanly cut – leaves neat edges and straight linesAvailable in 2 standard thicknesses (9.5mm, 12.5mm) – matches most building specifications"
118,"Gyproc Handiboard Square edge Plasterboard, (L)1.22m (W)0.6m (T)12.5mm",£8.94,Plasterboard,https://www.diy.com/departments/gyproc-handiboard-square-edge-plasterboard-l-1-22m-w-0-6m-t-12-5mm/128389_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-handiboard-square-edge-plasterboard-l-1-22m-w-0-9m-t-9-5mm~5015341114625_01c_bq?wid=284&hei=284,"Gyproc HandiBoard is a smaller, easier to use plasterboard that is suitable for dry lining internal surfaces. HandiBoard can be decorated directly or plastered with Thistle Board Finish or Thistle Multi-Finish.Features and benefitsSmaller and lighter than standard plasterboards – easier to handle, transport and installCompatible with 16” and 24” joists - ideal for ceiling construction and repairScore and snap to cleanly cut – leaves neat edges and straight linesAvailable in 2 standard thicknesses (9.5mm, 12.5mm) – matches most building specifications"
119,"Gyproc Standard Tapered edge Plasterboard, (L)1.8m (W)0.9m (T)12.5mm",£10.23,Plasterboard,https://www.diy.com/departments/gyproc-standard-tapered-edge-plasterboard-l-1-8m-w-0-9m-t-12-5mm/35763_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-handiboard-square-edge-plasterboard-l-1-22m-w-0-6m-t-12-5mm~5015341114656_01bq?wid=284&hei=284,Gyproc Plasterboard is a standard multipurpose Plasterboard used for dry lining ceilings and walls. The boards can be used for many applications and are suitable for direct decoration or Thistle plaster finish. When using these plasterboard sheets use drywall screws.Features and benefitsAvailable in 2 standard thicknesses (9.5mm and 12.5mm) - designed to match most building specificationsScore and snap to cleanly cut - leaves neat edges and straight lines for quick installationIvory paper front facing – easy to identify plasterboard specification
120,"Gyproc Duplex Square edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",£26,Plasterboard,https://www.diy.com/departments/gyproc-duplex-square-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35765_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-standard-tapered-edge-plasterboard-l-1-8m-w-0-9m-t-12-5mm~5015341017551_01c_bq?wid=284&hei=284,Features and benefitsMetallised polyester backing controls water vapour – reduces the risk of condensation damage where cool and warm air meetProvides dry lining and vapour control in one application – enables faster project completion timesScore and snap to cleanly cut - leaves clean edges and straight lines for quick installationIvory paper front facing – easy to identify plasterboard specification
121,"Gyproc Fireline Square edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",£21,Plasterboard,https://www.diy.com/departments/gyproc-fireline-square-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35764_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-duplex-square-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm~5015341016905_02bq?wid=284&hei=284,Fire resistant Gyproc plasterboard for dry lining internal walls & ceilingsFeatures and benefitsContains glass fibres and additives for core reinforcement – provides higher levels of fire protectionDesigned for use in higher risk areas – helps meet UK building regulations for fire safetyScore and snap to cleanly cut - leaves neat edges and straight lines for quick installationPink paper front facing – easy to identify plasterboard specification
122,"Gyproc Thermaline Tapered edge Plasterboard, (L)2.4m (W)1.2m (T)22mm",£65,Plasterboard,https://www.diy.com/departments/gyproc-thermaline-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-22mm/119541_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-fireline-square-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm~5015341019197_01bq?wid=284&hei=284,"Features and benefitsGyproc plasterboard bonded to an expanded polystyrene insulantTransfers heat over 4 x slower* than WallBoard – provides extra insulation, helps reduce household energy expenditure (thermal conductivity: Insulant- 0.04W/mK, Wallboard – 0.19W/mK)Tapered edge design – ideal for taping and jointingIvory paper faced finish – easy to identify plasterboard specificationPlasterboard Thickness = 9.5mmInsulation Thickness = 12.5mmTotal Thickness = 22mm"
123,"Gyproc Moisture Resistant Square edge Plasterboard, (L)1.2m (W)0.6m (T)12.5mm",£22,Plasterboard,https://www.diy.com/departments/gyproc-moisture-resistant-square-edge-plasterboard-l-1-2m-w-0-6m-t-12-5mm/1835127_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-thermaline-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-22mm~5015341021510_02bq?wid=284&hei=284,Moisture resistantFeatures and benefitsComes in a smaller transportable size with water repellent additives in the core.
124,"Antinox Protective board, (H)2.4m (W)1.2m",£5.60,Plasterboard,https://www.diy.com/departments/antinox-protective-board-h-2-4m-w-1-2m/1328561_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-moisture-resistant-square-edge-plasterboard-l-1-2m-w-0-6m-t-12-5mm~5015892884169_02bq?wid=284&hei=284,"Tough & trusted in the trade, Antinox is highly versatile and has the durability to withstand any job. Quick and easy to set up, the trade sheet will provide the highest level of cover to your site.To be used to protect floors and other surfacesTrial on a small area to ensure suitability before full installationGuarantee - StatutoryFeatures and benefitsLightweight, waterproof, flexible & easy to cut, Antinox trade sheet is the protection material of choice.Impact ResistantWaterproofEasy To CutReusableLightweight - Easy to handle and cover large areas quickly"
125,"Gyproc SoundBloc Tapered edge Plasterboard, (L)2.4m (W)1.2m (T)12.5mm",£29,Plasterboard,https://www.diy.com/departments/gyproc-soundbloc-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm/35771_BQ.prd,https://media.diy.com/is/image/Kingfisher/antinox-protective-board-h-2-4m-w-1-2m~5060427040077_01c_bq?wid=284&hei=284,"Gyproc plasterboard with a higher density core, designed to reduce noise transmissionFeatures and benefitsHigh density core structure – Provides enhanced sound insulation, helps meet UK building regulations for acoustic performanceReduces noise between rooms – offers increased privacy within and between homesScore and snap to cleanly cut - leaves clean edges and straight lines for quick installationBlue paper front facing – easy to identify plasterboard specificationHigh density core structure – Provides enhanced sound insulation, helps meet UK building regulations for acoustic performanceCan help to reduce the impact of noise pollution"
126,Bullfix Universal Heavy Duty Plasterboard Fixings - Starter Kit,£10.99,Plasterboard,https://www.diy.com/departments/bullfix-universal-heavy-duty-plasterboard-fixings-starter-kit/5065002347008_BQ.prd,https://media.diy.com/is/image/Kingfisher/gyproc-soundbloc-tapered-edge-plasterboard-l-2-4m-w-1-2m-t-12-5mm~5015341272677_01bq?wid=284&hei=284,"Bullfix Heavy Duty Plasterboard Fixings are a revolutionary way of hanging heavy objects to plasterboard, including TV brackets, radiators, shelves and cupboards. They are strong because of their smart and reliable patented wing design, which easily hook behind any plasterboard, including Stud, Dot and Dab, and Insulated Plasterbaoard. The starter kit is provided with a 20mm drill bit, screws and fixings for ease of installation. Holds up to 116kg*.Guarantee - StatutoryNot fire resistantFeatures and benefitsUniversal use – Fixings are versatile and can be used on any plasterboard fitting type such as Dot & Dab (Only 7mm cavity is required), Stud Walls and even Insulated Plasterboard. (Standard thickness 12.5mm – 16mm)Strong and reliable - The patented design features wings that open in the plasterboard cavity, providing strength and reliability up to 116kg*. Pack contains a 20mm drill bit, 10 fixings with collars and 10 5mm x 20mm screws (or use any 5mm screw)Easy-to-use - Quick and easy to install by following 5 simple steps. By using a standard 20mm drill bit, you can reliably secure any heavy items to plasterboard.Perfect for Hanging Heavy Objects – Securely and safely hang heavy objects to plasterboard (up to 116kg max. shear load on 15mm plasterboard) , uses include shelves, tv stands, mirrors, radiators and kitchen cupboardsDependable - Never guess if a wall anchor has opened properly again! Thanks to the intuitive design, you cannot screw into a Bullfix fixing if the wings haven’t fully openedStrong and reliable - Holds up to 116kg*Easy to install in five simple stepsPatented smart wing design. Use on stud, dot & dab and insulated plasterboard. Only 7mm cavity required. The complete kit for your DIY project. Rely on Bullfix to hold strong - up to 116kg*. Not sure on your plasterboard type - Trust Bullfix. Neat and discreet at only 20mm wide. Check out our useful 'How To' Video"
127,Bullfix Heavy Duty Picture Hooks for Plasterboard,£7.99,Plasterboard,https://www.diy.com/departments/bullfix-heavy-duty-picture-hooks-for-plasterboard/5065002347060_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/bullfix-universal-heavy-duty-plasterboard-fixings-starter-kit~5065002347008_01c_MP?wid=284&hei=284,"Bullfix Heavy Duty Picture Hooks are designed for easily hanging heavy pictures, frames and canvas onto plasterboard, when used with Bullfix Heavy Duty Plasterboard Fixings. When used with Bullfix Universal Fixings, it holds up to 116kg* and only 19mm cavity is required.Guarantee - StatutoryNot fire resistantFeatures and benefitsSturdy Material - The zinc plated hook is made of high-quality steel providing strength and rust resistance, making it suitable for multiple areas around the home.Easy To Install - Designed to be used with the Bullfix Plasterboard Fixings (sold separately) for ultimate strength and reliability, this hook can be installed in 5 simple steps.Strong and reliable - When used with the Bullfix Universal PlasterBoard Fixings (sold separately), the hook can hold up to 50kg in weight.Universal use - The Bullfix hook has been designed to confidently hang heavy mirrors, pictures and canvas when used with Bullfix Plasterboard Fixings (sold separately).Heavy duty hooks for hanging to plasterboardDesigned for use with Bullfix Plasterboard FixingsEasy to install in five simple steps. Made of high quality steel and zinc. Strong and reliable - hook holds up to 50kg. Perfect for hanging your heavy picture or mirror. Rely on Bullfix to hold strong - up to 50kg*. Not sure on your plasterboard type - Trust Bullfix. . Check out our useful 'How To' VideoMade of high quality steel and zinc. Strong and reliable - hook holds up to 50kg"
128,Bullfix Universal Heavy Duty Plasterboard Fixings - TV Kit,£7.99,Plasterboard,https://www.diy.com/departments/bullfix-universal-heavy-duty-plasterboard-fixings-tv-kit/5065002347091_BQ.prd,https://media.diy.com/is/image/KingfisherDigital/bullfix-heavy-duty-picture-hooks-for-plasterboard~5065002347060_01c_MP?wid=284&hei=284,"Bullfix Heavy Duty Plasterboard Fixings are a revolutionary way of hanging fixed TV brackets to plasterboard. They are strong because of their smart and reliable patented wing design, which easily hook behind any plasterboard, including Stud walls, Dot and Dab, and Insulated Plasterboard. The TV kit is provided with a 20mm drill bit, screws and fixings for ease of installation. Holds up to 116kg*. Bullfix fixings are suitable for fixed or tilt TV brackets, and not recommended for cantilever or pull-out arm TV brackets.Guarantee - StatutoryNot fire resistantFeatures and benefitsUniversal Use – Fixings are versatile and can be used on any plasterboard fitting type such as Dot & Dab (Only 7mm cavity is required), Stud Walls and even Insulated Plasterboard of Standard thickness 12.5mm – 16mmStrong and Reliable - The patented design features wings that open in the plasterboard cavity, providing strength and reliability up to 116kg*Easy-to-use - Quick and easy to install by following 5 simple steps. By using a standard 20mm drill bit, you can reliably secure any fixed or tilting TV bracket or mount to your plasterboard wallEverything You Need - Pack contains everything you need to mount a TV - a 20mm drill bit, 4 Bullfix Universal Fixings with collars and 4 5mm x 20 mm screws or alternatively use any 5mm screwDependable - Never guess if a wall anchor has opened properly again! Thanks to the intuitive design, you cannot screw into a Bullfix fixing if the wings haven’t fully openedStrong and reliable - Holds up to 116kg*Easy to install in five simple stepsPatented smart wing design. Use on stud, dot & dab and insulated plasterboard. Only 7mm cavity required. The complete kit for hanging your TV bracket. Rely on Bullfix to hold strong - up to 116kg*. Not sure on your plasterboard type - Trust Bullfix. Neat and discreet at only 20mm wide. Check out our useful 'How To' Video"
